,uid,location,age,rating
0,955,"harrisburg, ,",,0
1,955,"harrisburg, ,",,0
2,981,"new york, new york, usa",,0
3,4039,"fredericton, new brunswick, canada",22.0,0
4,7493,"thrissur, kerala,",,0
5,8850,"muskegon, michigan, usa",,0
6,9817,"san diego, california, usa",47.0,0
7,10451,"campbell river, ,",,0
8,11448,"pittsburg, kansas, usa",56.0,0
9,11550,"columbus, ohio, usa",,0
10,11595,"hope, arkansas, usa",,0
11,12435,"san antonio, texas, usa",,0
12,13744,"worcester, massachusetts, usa",65.0,0
13,13744,"worcester, massachusetts, usa",65.0,0
14,15810,"auckland, no states in nz :), new zealand",,0
15,16235,"mesa, arizona, usa",,0
16,16498,"griffith, indiana, usa",34.0,0
17,18213,"raleigh, north carolina, usa",25.0,0
18,19170,"lacey, washington, usa",30.0,0
19,19694,"sicklerville, new jersey, usa",42.0,0
20,20028,"penryn, california, usa",,0
21,20764,"farmvegas, virginia, usa",,0
22,22425,"ennis, texas, usa",33.0,0
23,23843,"roma, lazio, italy",69.0,0
24,26727,"westerville, ohio, usa",43.0,0
25,28254,"temecula, california,",,0
26,31161,"kingston, ontario, canada",,0
27,31483,"chattanooga, tennessee, usa",43.0,0
28,31908,"edmonton, alberta, canada",,0
29,32042,"butler, missouri, usa",,0
30,32134,"wilmington, delaware, usa",27.0,0
31,33405,"kelseyville, california, usa",33.0,0
32,33405,"kelseyville, california, usa",33.0,0
33,33405,"kelseyville, california, usa",33.0,0
34,33405,"kelseyville, california, usa",33.0,0
35,35888,"reston, virginia, usa",,0
36,38629,"richmond/ottawa, ontario, canada",14.0,0
37,39552,"guelph, ontario, canada",33.0,0
38,39715,"belleville, new jersey, usa",37.0,0
39,41779,"scranton, pennsylvania, usa",23.0,0
40,41812,"plymouth, devon, united kingdom",28.0,0
41,44040,"chicago, illinois, usa",24.0,0
42,44669,"christchurch, nz, austria",16.0,0
43,45114,"edmonton, alberta, canada",,0
44,47083,"ferguson, missouri, usa",,0
45,48078,"grove city, ohio, usa",,0
46,48444,"white plains, maryland, usa",,0
47,49425,"ottawa, ontario, canada",20.0,0
48,50309,"jacksonville, tx., cherokee",51.0,0
49,50607,"commerce city, colorado, usa",31.0,0
50,52609,"fairfield, connecticut, usa",,0
51,53498,"kingston, ontario, canada",,0
52,54429,"hollywood, florida, usa",32.0,0
53,54429,"hollywood, florida, usa",32.0,0
54,54429,"hollywood, florida, usa",32.0,0
55,54429,"hollywood, florida, usa",32.0,0
56,54429,"hollywood, florida, usa",32.0,0
57,54609,"albuquerque, new mexico, usa",,0
58,55590,"jamaica, new york, usa",,0
59,56553,"colorado springs, colorado, usa",45.0,0
60,56553,"colorado springs, colorado, usa",45.0,0
61,57222,"geneva, new york, usa",19.0,0
62,60025,"vine grove, kentucky, usa",44.0,0
63,60025,"vine grove, kentucky, usa",44.0,0
64,60124,"sultan, washington, usa",39.0,0
65,60854,"manchester, missouri, usa",,0
66,62107,"bendigo, victoria, australia",,0
67,63874,"comstock park, michigan,",,0
68,64510,"chicago, illinois, usa",,0
69,64670,"frederick, maryland, usa",45.0,2
70,68487,"euclid, ohio, usa",,0
71,69216,"st peters, missouri, usa",,0
72,73805,"ottawa, ,",,3
73,74622,"hillsboro, wisconsin, usa",14.0,0
74,77101,"sarasota, florida, usa",35.0,0
75,81528,"olympia, washington, usa",,0
76,81770,"evanston, illinois,",,0
77,82289,"burnaby, british columbia, canada",,0
78,82617,"san antonio, texas, usa",,0
79,84984,"vernon, british columbia, canada",12.0,0
80,85848,"ottawa, ontario, canada",,0
81,86028,"cobden, ,",,0
82,86271,"seymour, indiana, usa",53.0,0
83,87391,"yarmouth port, massachusetts, usa",,0
84,87391,"yarmouth port, massachusetts, usa",,0
85,87391,"yarmouth port, massachusetts, usa",,0
86,90401,"alpharetta, georgia, usa",,0
87,91102,"loganville, pennsylvania, usa",52.0,0
88,93038,"worthington, ohio, usa",,0
89,94286,"brighton, east sussex, united kingdom",28.0,0
90,96885,"lake worth, florida, usa",43.0,0
91,98425,"mariposa, california, usa",,0
92,99485,"winnipeg, manitoba, canada",38.0,0
93,99900,"winnipeg, ,",,0
94,101292,"st. louis, missouri, usa",62.0,0
95,101513,"falls church, virginia, usa",39.0,0
96,103553,"orleans, ontario, canada",45.0,2
97,105135,"fresh meadows, new york, usa",42.0,0
98,109071,"bakersfield, california, usa",,0
99,109830,"merriam, kansas, usa",,0
100,110236,"abbotsford, wisconsin, usa",,0
101,110518,"morgan hill, california, usa",,0
102,111646,"vancouver, british columbia,",,3
103,115541,"louisville, kentucky, usa",,0
104,115811,"bridgewater, new jersey, usa",49.0,0
105,117603,"burlington, vermont, usa",25.0,0
106,118483,"langdon, alberta, canada",27.0,0
107,119814,"summerland, british columbia, canada",27.0,0
108,121375,"st. helena, california, usa",28.0,0
109,122829,"harrisburg, illinois, usa",40.0,0
110,123785,"hull, england, united kingdom",,0
111,125207,"portland, oregon, usa",,0
112,125504,"drayton valley ab can, alberta, canada",58.0,0
113,127038,"mississauga, ontario, canada",27.0,0
114,128163,"carlsbad, california, usa",38.0,0
115,128163,"carlsbad, california, usa",38.0,0
116,128981,"winnipeg, manitoba, canada",,0
117,128981,"winnipeg, manitoba, canada",,0
118,129232,"qom, n/a, iran",24.0,0
