,uid,location,age,rating
0,51,"renton, washington, usa",34.0,9
1,82,"del mar, california, usa",,10
2,125,"lansing, michigan, usa",49.0,10
3,217,"spencer, massachusetts, usa",,8
4,256,"boston, massachusetts, usa",,8
5,496,"west salem, wisconsin, usa",51.0,8
6,496,"west salem, wisconsin, usa",51.0,8
7,744,"ocala, florida, usa",48.0,8
8,744,"ocala, florida, usa",48.0,8
9,757,"philadelphia, pennsylvania, usa",29.0,8
10,765,"york, pennsylvania, usa",,8
11,1054,"burnsville, minnesota, usa",37.0,9
12,1094,"largo, florida, usa",18.0,8
13,1214,"speicher, rheinland-pfalz, germany",30.0,8
14,1252,"la, california, usa",,8
15,1264,"antelope, california, usa",,8
16,1293,"haddon twp, new jersey, usa",,10
17,1344,"new york, new york, usa",,8
18,1519,"raleigh, north carolina, usa",61.0,8
19,1530,"hartsdale, new york, usa",26.0,8
20,1535,"virginia beach, virginia, usa",69.0,10
21,1619,"visalia, california, usa",,9
22,1790,"chicago, illinois, usa",25.0,8
23,1790,"chicago, illinois, usa",25.0,8
24,1790,"chicago, illinois, usa",25.0,8
25,1947,"ottawa, ontario, canada",,9
26,1949,"wilmington, north carolina, usa",,8
27,1978,"saint louis, missouri, usa",,10
28,2036,"frenchtown, new jersey, usa",49.0,8
29,2036,"frenchtown, new jersey, usa",49.0,9
30,2060,"pennsauken, new york, usa",54.0,9
31,2063,"raleigh, north carolina, usa",,8
32,2104,"roseville, california, usa",,8
33,2148,"los angeles, california, usa",,8
34,2198,"philadelphia, pennsylvania, usa",,10
35,2204,"el cajon, california, usa",,9
36,2219,"omaha, nebraska, usa",,8
37,2250,"charlotte, north carolina, usa",,8
38,2271,"mooresville, north carolina, usa",,10
39,2379,"london, england, united kingdom",,8
40,2385,"london, ontario, canada",,8
41,2453,"independence, missouri, usa",,10
42,2466,"olathe, kansas, usa",,9
43,2466,"olathe, kansas, usa",,9
44,2470,"phoenix, arizona, usa",22.0,9
45,2473,"elkhart, indiana, usa",31.0,10
46,2528,"the colony, texas, usa",,10
47,2550,"montpellier, illinois, france",,10
48,2632,"farmingdale, new york, usa",47.0,9
49,2644,"austin, texas, usa",,10
50,2850,"san diego, california, usa",,8
51,2889,"kodiak, alaska, usa",,8
52,2973,"waukesha, wisconsin, usa",,8
53,2992,"san diego, california, usa",,9
54,3030,"anchorage, alaska, usa",,8
55,3052,"houston, texas, usa",31.0,9
56,3300,"cabot, arkansas, usa",49.0,10
57,3404,"montreal, quebec, canada",,10
58,3505,"florissant, missouri, usa",30.0,8
59,3521,"chilliwack, british columbia, canada",,10
60,3541,"nanaimo, ,",,8
