,uid,location,age,rating
0,14,"mediapolis, iowa, usa",,0
1,16,"albuquerque, new mexico, usa",,0
2,23,"philadelphia, pennsylvania, usa",,0
3,44,"black mountain, north carolina, usa",51.0,0
4,44,"black mountain, north carolina, usa",51.0,0
5,44,"black mountain, north carolina, usa",51.0,0
6,75,"long beach, california, usa",37.0,0
7,77,"vancouver, british columbia, canada",,0
8,144,"cape girardeau, missouri, usa",62.0,0
9,178,"rexford, new york, usa",28.0,0
10,193,"mumbai, maharashtra, india",23.0,0
11,241,"auburn, alabama, usa",,0
12,306,"boston, massachusetts, usa",,0
13,327,"dallas, texas, usa",,0
14,569,"lahore, punjab, pakistan",28.0,0
15,701,"mountain view, california, usa",31.0,0
16,767,"omaha, nebr,",43.0,0
17,795,"edinburg, texas, usa",,0
18,861,"san francisco, california, usa",,0
19,970,"sydney, new south wales, australia",15.0,0
20,981,"new york, new york, usa",,0
21,986,"alexandria, virginia, usa",,0
22,1007,"schaumburg, illinois, usa",16.0,0
23,1138,"ann arbor, michigan, usa",,0
24,1140,"bridgewater, new jersey, usa",19.0,0
25,1178,"heidelberg, baden-wuerttemberg, germany",9.0,0
26,1178,"heidelberg, baden-wuerttemberg, germany",9.0,0
27,1231,"christchurch, n/a, new zealand",13.0,0
28,1231,"christchurch, n/a, new zealand",13.0,0
29,1231,"christchurch, n/a, new zealand",13.0,0
30,1231,"christchurch, n/a, new zealand",13.0,0
31,1231,"christchurch, n/a, new zealand",13.0,0
32,1238,"christchurch, canterbury, new zealand",42.0,0
33,1317,"torrance, california, usa",63.0,0
34,1555,"buena park, california, usa",,0
35,1672,"north east, pennsylvania, usa",18.0,0
36,1687,"champaign, illinois, usa",47.0,0
37,2020,"dafoe, saskatchewan, canada",42.0,0
38,2043,"houston, ,",,0
39,2268,"coruña, galicia, spain",22.0,0
40,2316,"london, n/a, united kingdom",,0
41,2421,"durban, kwazulu-natal, south africa",,0
42,2457,"banff, alberta, canada",24.0,0
43,2459,"ottawa, ontario, canada",,0
44,2470,"phoenix, arizona, usa",22.0,0
45,2534,"kamloops, british columbia, canada",,0
46,2613,"geneva, new york, usa",,0
47,2742,"rochester, new york, usa",37.0,0
48,2744,"columbus, ohio, usa",,0
49,2791,"saint louis, missouri, usa",,0
50,2830,"adelaide, south australia, australia",13.0,0
51,2885,"shoreview, minnesota, usa",33.0,0
52,2964,"tualatin, oregon, usa",,0
53,3141,"la ronge, saskatchewan, canada",,0
54,3362,"new york, new york, usa",,3
55,3421,"mcminnville, oregon, usa",,0
56,3487,"hamilton, ohio, usa",,0
57,3495,"denver, colorado, usa",,0
58,3510,"nederland, colorado, usa",57.0,0
59,3554,"hackettstown, new jersey, usa",11.0,0
60,3573,"fair lawn, new jersey, usa",32.0,0
61,3622,"round rock, tx, csa",,1
62,3641,"king george, virginia, usa",34.0,0
63,3767,"london, ontario, canada",,0
64,3767,"london, ontario, canada",,0
65,3768,"section, ,",23.0,1
66,3798,"anchorage, alaska, usa",23.0,0
67,3814,"langhorne, pennsylvania, usa",,0
68,3860,"berkeley, california, usa",42.0,0
69,3879,"cliffside park, new jersey, usa",40.0,0
