,uid,location,age,rating
0,81,"santa cruz, california, usa",,5
1,97,"mechanicsburg, pennsylvania, usa",,7
2,169,"arlington, virginia, usa",,7
3,178,"rexford, new york, usa",28.0,6
4,228,"ann arbor, michigan, usa",41.0,7
5,273,"snohomish, washington, usa",,6
6,278,"chicago, illinois, usa",21.0,6
7,300,"newport news, virginia, usa",,5
8,345,"columbia, tennessee, usa",27.0,6
9,512,"winter springs, florida, usa",58.0,5
10,537,"davis, california,",,7
11,649,"san diego, california, usa",,7
12,650,"santa cruz, california, usa",,7
13,695,"alphen aan den rijn, zuid holland, netherlands",,5
14,756,"scranton, pennsylvania, usa",,5
15,895,"geelong, victoria, australia",40.0,7
16,1003,"tequesta, florida, usa",,5
17,1024,"charles town, west virginia, usa",,5
18,1098,"astoria, new york, usa",,7
19,1281,"london, england, united kingdom",32.0,7
20,1417,"fort collins, colorado, usa",,7
21,1491,"sheffield, england, united kingdom",22.0,7
22,1535,"virginia beach, virginia, usa",69.0,7
23,1619,"visalia, california, usa",,7
24,1619,"visalia, california, usa",,7
25,1841,"washington dc, dc, usa",,5
26,1878,"`s-hertogenbosch, noord brabant, netherlands",,7
27,1915,"louisville, kentucky, usa",,7
28,2109,"winnipeg, manitoba, canada",,4
29,2385,"london, ontario, canada",,7
30,2388,"hawley, pennsylvania, usa",64.0,6
31,2417,"lakeland, florida, usa",35.0,7
32,2425,"vancouver, british columbia, canada",54.0,7
33,2448,"birmingham, england, united kingdom",,6
34,2470,"phoenix, arizona, usa",22.0,5
35,2484,"asheville, north carolina, usa",,7
36,2504,"boston, massachusetts, usa",,4
37,2632,"farmingdale, new york, usa",47.0,5
38,2690,"cordele, georgia, usa",35.0,4
39,2700,"kenosha, wisconsin, usa",29.0,7
40,2759,"woodstock, new york, usa",,5
41,2972,"phoenix, arizona, usa",60.0,6
42,2995,"belleville, illinois, usa",61.0,6
43,3005,"mountain view, california, usa",,5
44,3054,"henrietta, new york, usa",,7
45,3586,"akron, ohio, usa",46.0,6
46,3619,"washington, dc, usa",,4
47,3798,"anchorage, alaska, usa",23.0,4
48,3814,"langhorne, pennsylvania, usa",,5
49,3814,"langhorne, pennsylvania, usa",,4
50,3910,"allston, massachusetts, usa",25.0,7
51,3939,"kenai, alaska, usa",53.0,7
52,4016,"port allen, louisiana, usa",17.0,7
53,4069,"austin, texas, usa",,7
54,4096,"newmarket, ontario, canada",38.0,6
55,4165,"kasilof, alaska, usa",53.0,6
56,4258,"zurich, n/a, switzerland",,7
57,4386,"rio rancho, new mexico, usa",,6
58,4444,"washington, dc, usa",29.0,6
59,4556,"south berwick, maine, usa",,7
60,4821,"lagrangeville, new york, usa",44.0,5
61,4994,"largo, florida, usa",16.0,7
62,5003,"snohomish, washington, usa",,7
63,5055,"brunswick, maine, usa",15.0,6
64,5327,"goolwa, south australia, australia",28.0,7
65,5371,"hollis, maine, usa",,7
66,5562,"london, n/a, united kingdom",26.0,7
67,5683,"lancaster, pennsylvania, usa",16.0,4
68,5981,"new westminster, british columbia, canada",,7
69,5998,"seattle, washington, usa",32.0,5
70,5998,"seattle, washington, usa",32.0,5
71,5998,"seattle, washington, usa",32.0,6
72,6265,"polk city, florida, usa",69.0,7
73,6265,"polk city, florida, usa",69.0,5
74,6302,"sidney, british columbia, canada",69.0,5
75,6452,"santa rosa, california, usa",,5
76,6466,"worcester, massachusetts, usa",44.0,7
77,6797,"fostoria, ohio, usa",53.0,7
78,6810,"bloomington, illinois, usa",,7
79,6892,"leiderdorp, zuid holland, netherlands",,6
80,6906,"cedar rapids, iowa, usa",63.0,7
81,6906,"cedar rapids, iowa, usa",63.0,5
82,6906,"cedar rapids, iowa, usa",63.0,7
83,6917,"boise, idaho, usa",39.0,7
84,7088,"little rock, arkansas, usa",,5
85,7277,"palm coast, florida, usa",,7
86,7330,"baton rouge, louisiana, usa",,5
87,7398,"naperville, illinois, usa",19.0,7
88,7437,"leeds, england, united kingdom",,7
89,7456,"new york city, northwest territories, usa",,7
90,7474,"eagle, idaho, usa",50.0,6
91,7520,"ottawa, ontario, canada",13.0,6
92,7621,"victoria, british columbia, canada",,7
93,7665,"venice, california, usa",30.0,6
94,7722,"eugene, oregon, usa",,5
95,7723,"fenton, missouri, usa",,7
96,7732,"san francisco, california, usa",47.0,7
97,7909,"hopewell junction, new york, usa",56.0,4
98,7928,"durand, michigan, usa",39.0,7
99,7994,"newport, rhode island, usa",,7
100,8048,"moosup, connecticut, usa",47.0,7
101,8134,"needham, massachusetts, usa",28.0,7
102,8185,"plattsburgh, new york, usa",,5
103,8240,"lawrenceburg, indiana, usa",50.0,5
104,8541,"westcliffe, colorado, usa",68.0,6
105,8730,"lebanon, oregon, usa",59.0,7
106,8856,"forestville, california, usa",31.0,7
107,8942,"santa ana, california, usa",,5
108,9139,"mt. pleasant, michigan, usa",17.0,7
109,9151,"snohomish, washington, usa",47.0,7
110,9502,"chillicothe, ohio, usa",22.0,6
111,9588,"alameda, california, usa",,7
112,9637,"bronxville, new york, usa",,5
113,9637,"bronxville, new york, usa",,5
114,9724,"harrisburg, pennsylvania, usa",,4
115,10047,"big lake, minnesota, usa",20.0,7
116,10248,"makakilo, hawaii, usa",,5
117,10394,"beijing, beijing, china",21.0,6
118,10500,"ottawa, ontario, canada",,5
119,10612,"brooklyn, new york, usa",,7
120,10674,"princeton, wisconsin, usa",,5
121,10804,"chanhassen, minnesota, usa",,7
122,10959,"romulus, mi, michigan, usa",57.0,7
123,11079,"petaling jaya, selangor, malaysia",,6
