,uid,location,age,rating
0,14,"mediapolis, iowa, usa",,5
1,75,"long beach, california, usa",37.0,5
2,190,"wezembeek-oppem, brussels, belgium",33.0,7
3,300,"newport news, virginia, usa",,5
4,1369,"cobble hill, , canada",,7
5,1723,"danbury, connecticut, usa",40.0,5
6,1792,"hutchinson, kansas, usa",,7
7,3362,"new york, new york, usa",,7
8,3604,"pacific, missouri, usa",26.0,5
9,3842,"long beach, california, usa",,7
10,3921,"geneva, illinois, usa",45.0,5
11,3983,"north oaks, minnesota, usa",,6
12,3983,"north oaks, minnesota, usa",,5
13,4127,"dunedin, otago, new zealand",33.0,6
14,4516,"greenville, south carolina, usa",66.0,7
15,4875,"trondheim, sør-trøndelag, norway",23.0,6
16,4912,"overland park, kansas, usa",,7
17,4973,"toronto, ontario, canada",29.0,7
18,4980,"arvada, colorado, usa",21.0,7
19,5376,"portland, maine, usa",41.0,7
20,5536,"soquel, california, usa",,4
21,5584,"east greenwich, rhode island, usa",,5
22,5595,"cheongju, choongbuk, south korea",,7
23,6066,"townsville, queensland, australia",35.0,7
24,6076,"st. augustine beach, florida, usa",,7
25,6655,"enschede, overijssel, netherlands",22.0,7
26,7384,"miami, florida, usa",28.0,5
27,7560,"la paz, bolivia, bolivia",,7
28,7684,"talking rock, georgia, usa",,7
29,8476,"glens falls, new york, usa",,6
30,9427,"overland park, ,",,5
31,9592,"eugene, oregon, usa",40.0,7
32,12026,"lethbridge, ,",29.0,7
33,12305,"hollywood, california, usa",34.0,7
34,12606,"ottawa, ontario, canada",59.0,6
35,12626,"oshkosh, wisconsin, usa",42.0,7
36,12667,"corvallis, oregon, usa",,6
37,12747,"virrat, pirkanmaa, finland",47.0,7
38,12895,"eugene, oregon, usa",,5
39,13137,"kissimmee, florida, usa",,5
40,13140,"pleasant grove, utah, usa",27.0,6
41,13535,"palo alto, california, usa",,6
42,13648,"alice springs, northern territory, australia",,6
43,13889,"colton, california, usa",23.0,5
44,14272,"santa fe, new mexico, usa",33.0,5
45,15645,"washington, missouri, usa",,7
46,16172,"london, england, united kingdom",25.0,4
47,16411,"portland, oregon, usa",32.0,7
48,17079,"cheltenham, gloucestershire, united kingdom",40.0,5
49,17160,"vista, california, usa",,7
50,17288,"seattle, washington, usa",64.0,6
51,17878,"westminster, colorado, usa",,5
52,17893,"mt. tremper, new york, usa",,4
53,19046,"brisbane, queensland, australia",28.0,5
54,19484,"charleston, west virginia, usa",55.0,5
55,19484,"charleston, west virginia, usa",55.0,5
56,19484,"charleston, west virginia, usa",55.0,5
57,19484,"charleston, west virginia, usa",55.0,5
58,19531,"indianapolis, indiana, usa",,7
59,19531,"indianapolis, indiana, usa",,7
60,20176,"mcalester, oklahoma, usa",33.0,7
61,20450,"bombay, mah, india",1.0,7
62,20508,"merion, pennsylvania, usa",19.0,7
63,20605,"buffalo, new york, usa",,6
64,20692,"arlington, virginia, usa",,6
65,21165,"wake forest, north carolina, usa",35.0,7
66,21165,"wake forest, north carolina, usa",35.0,5
67,21455,"franklin, massachusetts, usa",,5
68,22987,"vancouver, british columbia, canada",,5
69,23395,"natick, massachusetts, usa",,7
70,23426,"torre annunziata, campania, italy",,5
71,24518,"beloit, wisconsin, usa",20.0,5
72,24519,"kingwood, texas, usa",,7
73,24533,"oshawa, ontario, canada",57.0,6
74,25452,"simpsonville, kentucky, usa",44.0,5
75,25667,"sedgwick, kansas, usa",,7
76,26206,"olathe, kansas, usa",35.0,6
77,26834,"londinium, england, united kingdom",17.0,6
78,26838,"swarthmore, pennsylvania, usa",16.0,5
79,26907,"chicago, illinois, usa",,5
80,27093,"baltimore, maryland, usa",,5
81,27568,"market drayton, england, united kingdom",60.0,7
82,27664,"bakersfield, california, usa",25.0,5
83,27745,"houston, texas, usa",,4
84,27850,"thomasboro, illinois, usa",,5
85,27953,"fish creek, wisconsin, usa",40.0,7
86,28186,"tring, england, united kingdom",44.0,5
87,28237,"ottawa, ontario, canada",,5
88,28529,"ottawa, ontario, canada",28.0,7
89,28575,"stow, ohio, usa",,6
90,28951,"ottawa, ontario, canada",,7
