,uid,location,age,rating
0,88,"fayetteville, georgia, usa",,7
1,215,"port alberni, british columbia, canada",20.0,6
2,280,"yakima, washington, usa",,7
3,300,"newport news, virginia, usa",,5
4,300,"newport news, virginia, usa",,5
5,479,"iowa city, iowa, usa",,7
6,744,"ocala, florida, usa",48.0,7
7,1026,"duluth, minnesota, usa",,7
8,1376,"peoria, illinois, usa",,7
9,1790,"chicago, illinois, usa",25.0,6
10,1791,"harrisburg, pennsylvania, usa",,7
11,1971,"ames, iowa, usa",25.0,7
12,2105,"new smyrna beach, florida, usa",,7
13,2385,"london, ontario, canada",,6
14,2485,"charlottesville, virginia, usa",,5
15,2534,"kamloops, british columbia, canada",,5
16,2651,"harlingen, texas, usa",,6
17,2966,"wauconda, illinois, usa",,7
18,3062,"chicago, illinois, usa",,7
19,3473,"aptos, california, usa",,4
20,3814,"langhorne, pennsylvania, usa",,7
21,3926,"almaty, n/a, kazakhstan",,5
22,4035,"alameda, california, usa",60.0,7
23,4059,"portland, ,",,7
24,4165,"kasilof, alaska, usa",53.0,6
25,4246,"chester twp., new jersey, usa",,7
26,4495,"london, england, united kingdom",59.0,7
27,4639,"norwalk, connecticut, usa",,5
28,5040,"st louis, missouri, usa",,6
29,5055,"brunswick, maine, usa",15.0,7
30,5126,"chula vista, california, usa",53.0,7
31,5770,"london, england, united kingdom",37.0,5
32,6466,"worcester, massachusetts, usa",44.0,7
33,6651,"lawrence, kansas, usa",22.0,7
34,6667,"bathurst, new brunswick, canada",,6
35,6680,"walled lake, michigan, usa",17.0,6
36,6798,"atlanta, georgia, usa",,7
37,7002,"branch, louisiana, usa",32.0,7
38,7055,"freeport, illinois, usa",64.0,7
39,7199,"marietta, georgia, usa",,5
40,7360,"new milford, connecticut, usa",40.0,7
41,7363,"pasadena, texas, usa",,7
42,7410,"bratislava, n/a, slovakia",,5
43,7769,"washington, dc, usa",30.0,5
44,7924,"fort pierce, florida, usa",62.0,5
45,8212,"wichita, kansas, usa",21.0,4
46,9644,"hamilton, ontario, canada",59.0,5
47,9787,"baton rouge, louisiana, usa",16.0,7
48,9838,"howell, new jersey, usa",42.0,5
49,9876,"forest hills, new york, usa",,5
50,9927,"toronto, ontario, canada",21.0,7
51,10047,"big lake, minnesota, usa",20.0,7
52,10103,"chicago, illinois, usa",36.0,7
53,10313,"bynum, north carolina, usa",37.0,7
54,10683,"lake oswego, oregon, usa",,5
55,10807,"gothenburg, n/a, sweden",,7
56,10986,"webster, new york, usa",,7
57,11187,"clearwater, florida, usa",60.0,7
58,11230,"sevrier, haute-savoie, france",15.0,5
59,11898,"milwaukee, wisconsin, usa",25.0,5
60,12244,"houston, texas, usa",47.0,7
61,12325,"rancho mirage, california, usa",67.0,7
62,12361,"austin, texas, usa",41.0,6
63,12431,"grosse pointe park, michigan, usa",17.0,7
64,12581,"philomath, oregon, usa",,7
65,12693,"boulder, colorado, usa",,6
66,12785,"houston, texas, usa",,6
67,12957,"worcester, massachusetts,",,5
68,13001,"rochester, minnesota, usa",,6
69,13137,"kissimmee, florida, usa",,5
70,13302,"dallas, texas, usa",43.0,7
71,13435,"gloriana, alaska, usa",,7
72,13811,"brighton, , usa",41.0,5
73,14135,"omaha, nebraska, usa",,7
74,14272,"santa fe, new mexico, usa",33.0,7
75,15029,"norfolk, virginia, usa",,6
76,15127,"boston, massachusetts, usa",,6
77,15351,"salinas, california, usa",24.0,7
78,15437,"talent, oregon, usa",,7
79,15770,"auckland, auckland, new zealand",43.0,7
80,16001,"encintas, california, usa",,7
81,16015,"ypsilanti, michigan, usa",31.0,7
82,16060,"philadelphia, pennsylvania, usa",,5
83,16553,"placentia, california, usa",27.0,5
84,16747,"louisville, kentucky, usa",39.0,5
85,16780,"fredericton, new brunswick, canada",46.0,5
86,16899,"katonah, new york, usa",13.0,6
87,17389,"tucson, arizona, usa",41.0,6
88,17707,"cedar springs, michigan, usa",,7
89,18466,"kingston, new york, usa",42.0,6
90,18503,"charleston, ,",,7
91,18515,"smyrna, georgia, usa",,5
92,18589,"ballwin, missouri, usa",33.0,7
93,18719,"strongsville, ohio, usa",63.0,5
94,18843,"wollongong, new south wales, australia",59.0,6
95,18848,"st. john`s, newfoundland, canada",,5
96,18989,"union grove, wisconsin, usa",,5
97,19153,"chapel hill, north carolina, usa",,7
98,19166,"pittsburgh, pennsylvania, usa",,7
99,19330,"milford, connecticut, usa",66.0,7
100,19519,"whangarei, northland, new zealand",,5
101,20337,"victoria, british columbia, canada",16.0,4
102,20352,"washington, dc, usa",,7
103,20672,"arlington, virginia, usa",,7
104,20911,"katy, texas, usa",50.0,5
105,20993,"nanoose bay, british columbia, canada",,7
106,21052,"vancouver, british columbia, canada",,5
107,21084,"auburndale, florida, usa",,7
108,21208,"santa rosa, california,",,7
109,21861,"sugar grove, illinois, usa",44.0,7
110,21979,"port huron, michigan, usa",39.0,5
111,22095,"rochester, minnesota, usa",71.0,5
112,22095,"rochester, minnesota, usa",71.0,5
113,22228,"tillamook, oregon, usa",30.0,5
114,22229,"scottdale, ,",,6
115,22563,"santa monica, california, usa",33.0,6
116,22579,"euless, texas, usa",50.0,5
117,22722,"tequesta, florida, usa",44.0,7
118,22785,"portland, oregon, usa",,6
119,23225,"lillooet, british columbia, canada",38.0,7
120,23344,"none, japan, japan",,6
121,23656,"cleveland, ohio, usa",,6
122,23728,"harrisburg, pennsylvania, usa",,7
123,23932,"cushing, oklahoma, usa",,7
124,23952,"la ronge, saskatchewan, canada",,7
125,24365,"olympia, washington, usa",47.0,7
126,24919,"bloomington, indiana, usa",,7
127,25010,"simi valley, california, usa",,7
128,25127,"greenwich, connecticut, usa",,7
129,25240,"abq, new mexico, usa",,4
130,25257,"mason, tennessee, usa",15.0,7
131,25386,"richmond, virginia, usa",69.0,7
132,26322,"peterborough, ontario, canada",,5
133,26488,"puyallup, washington, usa",,5
134,26588,"des moines, washington, usa",,7
135,26596,"wauwatosa, wisconsin, usa",,6
136,26637,"richmond, virginia, usa",,7
137,26987,"albany, oregon, usa",,7
138,27664,"bakersfield, california, usa",25.0,4
139,27786,"baton rouge, louisiana, usa",,5
140,27894,"winchester, england, united kingdom",30.0,6
141,27950,"san francisco, california, usa",,7
142,28017,"manchester, england, united kingdom",23.0,7
143,28078,"leeds, england, united kingdom",39.0,6
144,28241,"berkeley, california, usa",,5
145,28612,"naperville, illinois, usa",,7
146,28949,"tewksbury, massachusetts, usa",,7
147,28968,"atlanta, georgia, usa",60.0,7
148,29413,"carmel valley, california, usa",65.0,7
149,29518,"ottawa, ontario, canada",24.0,7
150,29721,"agoura, california, usa",14.0,6
151,29779,"washington, dc, usa",21.0,7
152,29907,"merion station, pennsylvania, usa",,7
153,29949,"vancouver, british columbia, canada",,7
154,30192,"galesburg, illinois, usa",,6
155,30610,"virginia city, nevada, usa",,5
156,30720,"simi valley, california, usa",,5
157,30781,"madison, wisconsin, usa",28.0,6
158,30923,"college station, texas, usa",36.0,7
159,30953,"vancouver, british columbia, canada",,7
160,31276,"bellingham, washington, usa",,7
161,31447,"northfield, minnesota, usa",51.0,5
162,32008,"piedmont, south carolina, usa",42.0,7
163,32430,"boston, ,",,7
164,32641,"jamaica plain, massachusetts, usa",23.0,6
165,32641,"jamaica plain, massachusetts, usa",23.0,4
166,32671,"fresno, california, usa",16.0,7
167,32741,"saint-constant, quebec, canada",43.0,5
168,32798,"columbia, south carolina, usa",,7
169,33063,"oregon city, oregon, usa",39.0,4
170,33429,"beijing, jiangsu, china",29.0,5
171,33618,"silver spring, maryland, usa",62.0,7
172,33646,"orange city, florida, usa",,7
173,33922,"hemel hempstead, n/a, united kingdom",,7
174,34314,"north vancouver, british columbia, canada",22.0,5
175,34314,"north vancouver, british columbia, canada",22.0,7
176,34786,"fredericton, new brunswick, canada",,5
177,35073,"east islip, new york, usa",,7
178,35142,"eustis, florida, usa",40.0,7
179,35162,"hornell, new york, usa",26.0,5
180,35513,"seeboden, austria, austria",42.0,7
181,35637,"longmont, colorado, usa",,5
182,35935,"white lake, michigan, usa",,6
183,36114,"royal oak, michigan, usa",15.0,7
184,36240,"los angeles, california, usa",51.0,5
185,36739,"bloomfield hills, michigan, usa",,7
186,36893,"san diego, california, usa",,7
187,37079,"emeryville, california, usa",,7
188,37589,"cincinnati, ohio, usa",24.0,5
189,38210,"zaragoza, aragón, spain",16.0,7
190,38213,"san francisco, california, usa",38.0,5
191,38296,"tomball, texas, usa",34.0,7
192,38462,"encinitas, california, usa",32.0,7
193,38488,"unionville, ohio, usa",75.0,6
194,38810,"cape town, western province, south africa",,5
195,38955,"toronto, ontario, canada",,6
196,39001,"peterborough, ontario, canada",,7
197,39001,"peterborough, ontario, canada",,4
198,39201,"hull, massachusetts, usa",,6
199,39286,"college station, texas, usa",19.0,7
200,39317,"petaluma, california, usa",,5
201,39555,"hamilton, ontario, canada",26.0,7
202,39879,"englewood, new jersey, usa",,7
203,39901,"fredericton, new brunswick, canada",,7
204,39980,"federal way, washington, usa",,6
205,40000,"granbury, texas, usa",37.0,7
206,40188,"evreux, haute-normandie, france",25.0,7
207,40255,"lake oswego, oregon, usa",,6
208,40339,"union town, ohio, usa",,5
209,40582,"burnsville, minnesota, usa",,7
210,40624,"gadsden, alabama, usa",27.0,5
211,40817,"sindelfingen, baden-würtemberg, germany",,5
212,41315,"rochester, minnesota, usa",,5
213,41580,"niles, michigan, usa",47.0,6
214,41909,"kardamili, messinia, greece",50.0,7
215,42024,"san francisco, california, usa",25.0,6
216,42024,"san francisco, california, usa",25.0,7
217,42204,"new york, new york, usa",57.0,5
218,42374,"lincoln, nebraska, usa",27.0,5
219,42612,"roxton, texas, usa",33.0,7
220,42750,"fresno, california, usa",33.0,7
221,42864,"singapore, n/a, singapore",,7
222,43596,"king george, virginia, usa",13.0,5
223,43622,"pretoria, gauteng, south africa",26.0,7
224,43977,"high river, alberta, canada",27.0,4
225,44264,"torrance, california, usa",,6
226,44361,"todd, north carolina, usa",18.0,5
227,44739,"london, england, united kingdom",,7
228,44914,"burnet, texas, usa",,5
229,44971,"nacogdoches, texas, usa",19.0,7
