,uid,location,age,rating
0,12,"fort bragg, california, usa",,10
1,44,"black mountain, north carolina, usa",51.0,8
2,695,"alphen aan den rijn, zuid holland, netherlands",,8
3,828,"albuquerque, new mexico, usa",35.0,10
4,1461,"kolding, none, denmark",0.0,10
5,1473,"new york, new york, usa",,10
6,1654,"silver spring, maryland, usa",,8
7,1838,"glens falls, new york, usa",,9
8,1838,"glens falls, new york, usa",,8
9,2357,"philadelphia, pennsylvania, usa",35.0,8
10,2501,"lisboa, loures-apelação, portugal",34.0,10
11,2983,"lancaster, lancashire, united kingdom",25.0,10
12,3194,"logan, utah, usa",20.0,10
13,3603,"wildwood crest, new jersey, usa",34.0,8
14,3853,"erie, colorado, usa",,10
15,4418,"san bernardo, california, usa",,9
16,5153,"matosinhos, porto, portugal",31.0,9
17,5584,"east greenwich, rhode island, usa",,8
18,5678,"seattle, washington, usa",,10
19,6109,"shoreview, minnesota, usa",,10
20,6196,"burbank, california, usa",,10
21,6601,"albuquerque, new mexico, usa",,8
22,6792,"waveland, indiana, usa",,8
23,6800,"dumas, arkansas, usa",,10
24,6989,"lehighton, pennsylvania, usa",18.0,10
25,7007,"columbiana, alabama, usa",,10
26,7463,"rosemont, pennsylvania, usa",,8
27,7650,"clarksville, tennessee, usa",21.0,10
28,7792,"pompton plains, new jersey, usa",60.0,8
29,7941,"carmel, california, usa",,10
30,8523,"langkawi, kuah, malaysia",48.0,8
31,9460,"somewhere, mississippi, usa",,10
32,11416,"lodi, new jersey, usa",,8
33,11720,"allen, texas, usa",,8
34,11874,"columbia, missouri, usa",36.0,10
35,11964,"ottawa, ontario, canada",,10
36,12393,"quincy, massachusetts, usa",71.0,8
37,12486,"erlangen, bayern, germany",27.0,8
38,12753,"teaneck, new jersey, usa",50.0,10
39,12818,"takoma park, maryland, usa",,8
40,13396,"blairmore, scotland, united kingdom",52.0,8
41,13768,"millersburg, ohio, usa",,8
42,13905,"ft. lauderdale, florida, usa",,10
43,13961,"melbourne, victoria, australia",,8
44,14806,"westfield, massachusetts, usa",,8
45,14806,"westfield, massachusetts, usa",,10
46,15048,"golden, colorado, usa",46.0,8
47,15228,"warwick, rhode island, usa",,9
48,15336,"eau claire, wisconsin, usa",16.0,9
49,15505,"new york, new york, usa",21.0,8
50,15558,"chelmsford, england, united kingdom",49.0,10
51,15599,"brewton, alabama, usa",43.0,10
52,15732,"saskatoon, saskatchewan, canada",45.0,9
53,16113,"san rafael, california, usa",,8
54,17583,"wisconsin rapids, wisconsin, usa",,10
55,18408,"lawrence, kansas, usa",,8
56,18603,"oceanside, california, usa",53.0,8
57,18925,"semmes, alabama, usa",,8
58,18940,"frome, england, united kingdom",,8
59,19337,"riverton, wyoming, usa",,9
60,19679,"chicago, illinois, usa",,9
61,19745,"manahawkin, new jersey, usa",,10
62,19793,"annapolis, maryland, usa",,9
63,20349,"laramie, wyoming, usa",42.0,8
64,20545,"florissant, missouri, usa",,8
65,20833,"montreal, quebec, canada",37.0,8
66,21156,"bainbridge island, washington, usa",19.0,10
67,21256,"mountain view, california, usa",,9
68,21300,"magdalena, new mexico, usa",,8
69,21418,"london, ontario, canada",32.0,8
70,21648,"san rafael, california, usa",50.0,10
71,22739,"birmingham, england, united kingdom",35.0,10
72,22918,"stillwater, minnesota, usa",,8
73,22992,"amherst, massachusetts, usa",57.0,10
74,24132,"london, england, united kingdom",24.0,8
75,24140,"myerstown, pennsylvania, usa",14.0,10
76,24284,"freeville, new york, usa",52.0,8
77,24937,"incline village, nevada, usa",73.0,8
78,25709,"st. louis, missouri, usa",,10
79,26109,"bedford, new hampshire, usa",,8
80,26206,"olathe, kansas, usa",35.0,8
81,26206,"olathe, kansas, usa",35.0,10
82,26907,"chicago, illinois, usa",,8
83,27044,"merrimack, new hampshire, usa",,8
84,27302,"catharpin, virginia, usa",,8
85,27304,"cleveland, oklahoma, usa",,10
86,27345,"augusta, georgia, usa",77.0,8
87,27457,"middletown, rhode island, usa",26.0,8
88,27581,"lynchburg, virginia, usa",,8
89,28035,"tullahoma, tennessee, usa",,9
90,28035,"tullahoma, tennessee, usa",,8
91,28186,"tring, england, united kingdom",44.0,9
92,28379,"la mirada, california, usa",,8
93,28438,"spring, texas, usa",22.0,8
94,28467,"corpus christi, texas, usa",37.0,10
95,28729,"london, england, united kingdom",24.0,8
96,28819,"suttons bay, michigan, usa",,10
97,29269,"bloomsburg, pennsylvania, usa",,8
98,29276,"dumas, arkansas, usa",,10
99,29738,"gladewater, texas, usa",42.0,9
100,30119,"toronto, ,",,8
101,30135,"ny, new york, usa",,9
102,30214,"palmdale, california, usa",15.0,9
103,30215,"holliston, massachusetts, usa",50.0,9
104,30310,"anaheim, california, usa",19.0,10
105,30466,"sylmar, california, usa",24.0,8
106,30583,"fresno, california, usa",53.0,8
107,30701,"toronto, ontario, canada",42.0,8
108,30742,"henderson, kentucky, usa",31.0,10
109,30835,"hamilton, new jersey, usa",,8
110,30923,"college station, texas, usa",36.0,8
111,31141,"bellingham, washington, usa",37.0,10
112,31160,"worcester, vermont, usa",,10
113,31211,"vancouver, washington, usa",,8
114,31567,"grants pass, oregon, usa",61.0,10
115,31628,"herndon, virginia, usa",31.0,9
116,31766,"chicago, illinois, usa",,8
117,31881,"north haven, ,",,8
118,32106,"conroe, , usa",,8
119,32812,"palm bay, florida, usa",45.0,10
120,32938,"hyderabad, andhrapradesh, india",23.0,10
121,32956,"arlington, virginia, usa",,8
122,33129,"chicago, illinois, usa",,10
123,33170,"vejbystrand, scania, sweden",,8
124,33241,"sausalito, california, usa",65.0,9
125,33431,"toronto, ontario, canada",40.0,8
126,33796,"bloomington, indiana, usa",35.0,8
127,33855,"winfield, illinois, usa",19.0,9
128,34222,"denton, texas, usa",22.0,10
129,34577,"sarnia, ontario, canada",,9
130,34743,"st. louis, missouri, usa",,8
131,35158,"morris, connecticut, usa",,10
132,35231,"baton rouge, louisiana, usa",,8
133,35526,"andover, minnesota, usa",,10
134,35533,"worthington, ohio, usa",35.0,10
135,35668,"winsted, minnesota, usa",39.0,10
136,36440,"naples, florida, usa",19.0,8
137,36506,"cincinnati, ,",,8
