,uid,location,age,rating
0,91,"toronto/newmarket, ,",,9
1,228,"ann arbor, michigan, usa",41.0,9
2,558,"burnaby, ,",,8
3,903,"los angeles, california, usa",19.0,9
4,965,"las cruces, new mexico, usa",24.0,9
5,1057,"norwich, norfolk, united kingdom",19.0,10
6,1178,"heidelberg, baden-wuerttemberg, germany",9.0,10
7,1410,"amherst, new york, usa",22.0,9
8,1616,"marietta, georgia, usa",,9
9,1639,"jacksonville, florida, usa",,9
10,1803,"northville, new york, usa",48.0,9
11,2043,"houston, ,",,10
12,2334,"amersfoort, utrecht, netherlands",,9
13,2366,"lathrup village, michigan, usa",16.0,8
14,2466,"olathe, kansas, usa",,10
15,2644,"austin, texas, usa",,8
16,2651,"harlingen, texas, usa",,8
17,2683,"gulf breeze, florida, usa",17.0,10
18,2872,"watauga, texas, usa",,8
19,3133,"wapakoneta, ohio, usa",34.0,9
20,3328,"apo, ae, usa",,9
21,3393,"aurora, illinois, usa",55.0,9
22,3547,"bryn mawr, pennsylvania, usa",,8
23,3674,"mississauga, ontario, canada",,8
24,3853,"erie, colorado, usa",,10
25,3939,"kenai, alaska, usa",53.0,8
26,3940,"paris, ile de france, france",32.0,8
27,3999,"new braunfels, texas, usa",71.0,10
28,4169,"fairbanks, alaska, usa",57.0,10
29,4187,"wasilla, alaska, usa",35.0,9
30,4246,"chester twp., new jersey, usa",,8
31,4870,"seattle, washington, usa",39.0,8
32,5012,"san francisco, california, usa",21.0,10
33,5034,"carlisle, pennsylvania, usa",21.0,10
34,5153,"matosinhos, porto, portugal",31.0,9
35,5249,"norfolk, virginia, usa",,9
36,5559,"lakeland, florida, usa",37.0,8
37,5727,"plymouth, minnesota, usa",,9
38,6253,"inverness, scotland, united kingdom",39.0,9
39,6376,"omaha, nebraska, usa",,10
40,6440,"santa marta, salamanca, spain",25.0,9
41,6456,"st. louis, missouri, usa",25.0,10
42,6599,"lacey, washington, usa",,9
43,6599,"lacey, washington, usa",,10
44,6858,"ottawa, ontario, canada",21.0,10
45,6914,"bridgeview, illinois, usa",27.0,10
46,6988,"yuma, arizona, usa",,8
47,7084,"pocahontas, arkansas, usa",22.0,10
48,7792,"pompton plains, new jersey, usa",60.0,8
49,7947,"rockville, maryland, usa",,9
50,8006,"milton, massachusetts, usa",34.0,9
51,8086,"dallas, texas, usa",,8
52,8268,"dallas, texas, usa",35.0,10
53,8276,"fayetteville, georgia, usa",,9
54,8305,"sherman oaks, california, usa",29.0,8
55,8546,"cochin, kerala, india",69.0,8
56,8747,"portland, oregon, usa",,8
57,9139,"mt. pleasant, michigan, usa",17.0,8
58,9139,"mt. pleasant, michigan, usa",17.0,8
59,9155,"chelsea, michigan, usa",,8
60,9315,"zonguldak, tr, turkey",,10
61,10003,"spokane, washington, usa",20.0,10
62,10061,"springfield, ohio, usa",,9
63,10090,"los angeles, california, usa",26.0,10
64,10394,"beijing, beijing, china",21.0,8
65,10501,"minneapolis, minnesota, usa",31.0,10
66,10628,"hämeenlinna, häme, finland",21.0,8
67,10630,"ancaster, ontario, canada",23.0,8
68,10759,"copenhagen, n/a, denmark",,9
69,10969,"south bend, indiana, usa",59.0,9
70,11151,"glasgow, scotland, united kingdom",51.0,8
71,11334,"ann arbor, michigan, usa",,8
72,11453,"freeland, michigan, usa",36.0,8
73,11507,"calgary, alberta, canada",,9
74,11681,"arlington, texas, usa",29.0,9
75,11757,"portland, oregon, usa",,10
76,11811,"barcelona, barcelona, spain",32.0,9
77,12264,"kuna, idaho, usa",39.0,8
78,12596,"maimi lakes, florida, usa",56.0,10
79,12914,"hyd, n/a, india",23.0,10
80,12966,"n/a, n/a, singapore",28.0,9
81,13166,"cardiff, wales, united kingdom",,9
82,13207,"sale marasino (bs), lombardia, italy",35.0,8
83,13407,"rein-main ab, hessen, germany",14.0,9
84,13698,"paterson, new jersey, usa",26.0,10
85,14124,"port huron, michigan, usa",17.0,8
86,14143,"charlottetown, prince edward island, canada",,9
87,14269,"bayonne, new jersey, usa",15.0,9
88,14293,"portland, oregon, usa",,9
89,14312,"carbondale, colorado, usa",36.0,8
90,14339,"ladner, british columbia, canada",38.0,10
91,14621,"milwaukee, wisconsin, usa",,8
92,14721,"mountain view, california, usa",60.0,8
93,14806,"westfield, massachusetts, usa",,9
94,14952,"reading, england, united kingdom",25.0,10
95,15351,"salinas, california, usa",24.0,8
96,15443,"lancaster, pennsylvania, usa",,9
97,15573,"sneads, florida, usa",58.0,8
98,15692,"gilbert, arizona, usa",31.0,9
99,15989,"bloomingtom, illinois, usa",26.0,9
100,16111,"lancaster, pennsylvania, usa",,8
101,16138,"lynchburg, virginia, usa",,9
102,16307,"austin, texas, usa",,9
103,16562,"edmonton,, alberta, canada",58.0,10
104,16782,"columbus, ohio, usa",53.0,10
105,17083,"smithfield, rhode island, usa",26.0,9
106,17156,"n cape may, new jersey, usa",47.0,9
107,17203,"jacksonville, florida, usa",32.0,8
108,17262,"cleburne, texas, usa",,8
109,17404,"sierra vista, ,",70.0,8
110,17949,"rochelle, illinois, usa",38.0,10
111,17952,"albuquerque, new mexico, usa",,9
112,18503,"charleston, ,",,8
113,18583,"denver, colorado, usa",48.0,9
114,18745,"delta, british columbia, canada",,8
115,19010,"rotterdam, zuid-holland, netherlands",18.0,10
116,19127,"chapel hill, north carolina, usa",,8
117,19132,"san lorenzo, california, usa",17.0,8
118,19287,"kamloops, british columbia, canada",23.0,10
119,19295,"pontiac, michigan, usa",21.0,10
120,19338,"henderson, nevada, usa",58.0,8
121,19345,"boston, massachusetts, usa",,10
122,19365,"salem, illinois, usa",64.0,10
123,19558,"misawa, aomori prefecture, japan",,9
124,19578,"kingston, massachusetts, usa",48.0,8
125,19856,"los altos, california, usa",48.0,8
126,19897,"brooklyn, new york, usa",56.0,8
127,19945,"dundee, n/a, united kingdom",47.0,8
128,19953,"jersey city, new jersey, usa",49.0,10
129,20516,"northam, bideford, england, united kingdom",59.0,8
130,20525,"waterloo, ontario, canada",21.0,8
131,20605,"buffalo, new york, usa",,10
132,20729,"vancouver, british columbia, canada",32.0,9
133,20863,"tucson, arizona, usa",53.0,10
134,21089,"bothell, washington, usa",43.0,10
135,21311,"winter haven, , usa",,10
136,21388,"huntington beach, california, usa",20.0,8
137,21481,"kingsville, texas, usa",51.0,10
138,21608,"washington, dc, usa",22.0,9
139,21874,"eagle, colorado, usa",,8
140,22071,"north adams, massachusetts, usa",,8
141,22095,"rochester, minnesota, usa",71.0,8
142,22127,"grand rapids, michigan, usa",,8
143,22403,"port orchard, washington, usa",42.0,9
144,22417,"hamilton, ontario, canada",,10
145,22630,"bellingham, washington, usa",24.0,10
146,22703,"denver, ,",,8
147,22916,"denver, colorado, usa",41.0,10
148,23275,"raleigh, north carolina, usa",56.0,8
149,23627,"graham, texas, usa",,10
150,23653,"stoneham, massachusetts, usa",39.0,8
151,23817,"florham park, new jersey, usa",43.0,8
152,24025,"edmonton, alberta, canada",,9
153,24936,"portland, oregon, usa",,10
154,24944,"waukegan, illinois, usa",,9
155,25012,"san carlos, california, usa",46.0,8
156,25123,"gulfport, florida, usa",26.0,10
157,25134,"novato, california, usa",,9
158,25180,"toronto, ontario, canada",26.0,9
159,25613,"livermore, california, usa",43.0,8
160,25616,"plano, texas, usa",66.0,8
161,25673,"frankfurt, hesse, germany",,9
162,25673,"frankfurt, hesse, germany",,9
163,25673,"frankfurt, hesse, germany",,10
164,26008,"rochester, minnesota, usa",41.0,10
165,26038,"lindenwold, new jersey, usa",,8
