,uid,location,age,rating
0,2,"stockton, california, usa",18.0,0
1,36,"montreal, quebec, canada",24.0,0
2,75,"long beach, california, usa",37.0,0
3,75,"long beach, california, usa",37.0,0
4,439,"tiburon, california, usa",,0
5,1012,"covington, louisiana, usa",,0
6,1087,"birmingham, alabama, usa",46.0,0
7,1098,"astoria, new york, usa",,0
8,1270,"hartford, connecticut, usa",33.0,0
9,1687,"champaign, illinois, usa",47.0,0
10,1723,"danbury, connecticut, usa",40.0,0
11,1948,"acworth, georgia, usa",34.0,0
12,2555,"turnersville, new jersey, usa",,0
13,2555,"turnersville, new jersey, usa",,0
14,2616,"fairbanks, alaska, usa",,0
15,3027,"swindon, wilts, england, united kingdom",41.0,0
16,3071,"portland, oregon, usa",,0
17,3079,"asheville, north carolina, usa",,0
18,3093,"belle plaine, iowa, usa",46.0,0
19,3496,"omaha, nebraska, usa",,0
20,3510,"nederland, colorado, usa",57.0,0
21,3677,"darlington, south carolina, usa",2.0,0
22,4973,"toronto, ontario, canada",29.0,0
23,4973,"toronto, ontario, canada",29.0,0
24,5234,"falmouth, maine, usa",,0
25,5277,"bangsar, kuala lumpur, malaysia",26.0,0
26,5462,"denton, texas, usa",,3
27,5756,"welshpool, west australia, australia",36.0,0
28,5783,"fullerton, california, usa",32.0,0
29,6129,"charleston, south carolina, usa",30.0,0
30,6231,"montclair, new jersey, usa",,0
31,6884,"north liberty, indiana, usa",25.0,0
32,7384,"miami, florida, usa",28.0,0
33,7773,"olympia, washington, usa",37.0,0
34,8222,"alexandria, virginia, usa",46.0,0
35,8661,"north hollywood, california, usa",,0
36,9592,"eugene, oregon, usa",40.0,0
37,9863,"sussex, new brunswick, canada",,0
38,9876,"forest hills, new york, usa",,0
39,9896,"gibbon, nebraska, usa",,0
40,9942,"minneapolis, minnesota, usa",34.0,0
41,10182,"gove, kansas, usa",,0
42,10203,"minneapolis, minnesota, usa",,0
43,10265,"ormond beach, florida, usa",19.0,0
44,10598,"bradford, west yorkshire, united kingdom",29.0,0
45,10638,"helsinki, uusimaa, finland",,0
46,10734,"victoria, british columbia, canada",,0
47,10734,"victoria, british columbia, canada",,2
48,11359,"newberg, ,",,0
49,11370,"shanghai, shanghai, china",,0
50,11390,"albany, new york, usa",93.0,0
51,11696,"columbus, ohio, usa",,0
52,11864,"london, england, united kingdom",,0
53,12319,"wolfeboro, new hampshire, usa",,0
54,12374,"st. paul, minnesota, usa",20.0,0
55,12374,"st. paul, minnesota, usa",20.0,0
56,12395,"ann arbor, michigan, usa",48.0,0
57,12529,"orlando, florida, usa",20.0,3
58,12671,"oceanside, new york, usa",,0
59,12893,"north vancouver, british columbia, canada",,0
60,12954,"sachse, texas, usa",,0
61,13140,"pleasant grove, utah, usa",27.0,0
62,13889,"colton, california, usa",23.0,0
63,14193,"victoria, british columbia, canada",27.0,0
64,14238,"homer, alaska, usa",,0
65,14350,"sumner, washington, usa",,0
66,14371,"east ridge, tennessee, usa",,0
67,14673,"leesburg, virginia, usa",16.0,0
68,14980,"voss, n/a, norway",,0
69,15187,"chicago, illinois, usa",29.0,0
70,15258,"livonia, michigan, usa",26.0,1
71,15258,"livonia, michigan, usa",26.0,0
72,15303,"austin, texas, usa",25.0,0
73,15429,"peterborough, ontario, canada",54.0,0
74,15436,"athabasca, alberta, canada",,0
75,15790,"fairfield, pennsylvania, usa",,2
76,15857,"portland, oregon, usa",,0
77,16372,"fitchburg, massachusetts, usa",,0
78,16387,"austin, ,",,0
79,16537,"seattle, washington, usa",,1
80,16729,"brooklyn, new york, usa",15.0,0
81,16753,"miami, florida, usa",,0
82,16764,"walnut creek, california, usa",,0
83,16774,"morrow, georgia, usa",,3
84,16796,"kittery, maine, usa",79.0,0
85,16965,"alton, illinois, usa",45.0,0
86,17110,"needham, massachusetts, usa",48.0,0
87,17464,"farmington, new mexico, usa",64.0,0
88,17785,"scottsdale, arizona, usa",,0
89,17961,"rhinelander, wisconsin, usa",26.0,0
90,18020,"west point, new york, usa",,0
91,19202,"utrecht, utrecht, netherlands",,0
92,19373,"dayton, ohio, usa",26.0,0
93,19448,"melbourne, victoria, australia",49.0,0
94,19484,"charleston, west virginia, usa",55.0,0
95,19531,"indianapolis, indiana, usa",,0
96,19688,"ypsilanti, michigan, usa",,0
97,20308,"virginia beach, virginia, usa",26.0,0
98,20450,"bombay, mah, india",1.0,0
99,20601,"bozeman, montana, usa",19.0,0
100,21165,"wake forest, north carolina, usa",35.0,0
101,21605,"west vancouver, british columbia, canada",,0
102,21676,"redkey, indiana, usa",36.0,0
103,21698,"prince george, british columbia, canada",,0
104,21978,"st. albert, alberta, canada",34.0,0
105,22415,"melbourne, victoria, australia",36.0,0
106,22879,"burlington, vermont, usa",,0
107,23217,"somerset, n/a, bermuda",19.0,0
108,23246,"berkeley, california, usa",15.0,0
109,23382,"capital federal, buenos aires, argentina",20.0,0
110,23560,"florianopolis, santa catarina, brazil",,3
111,23620,"bellevue, washington, usa",,0
112,24164,"mackay, queensland, australia",20.0,0
113,24189,"tampa, florida, usa",45.0,0
114,24505,"tsawwassen, british columbia, canada",,0
115,24550,"lancaster, new york, usa",26.0,0
116,24623,"san jose, california, usa",,0
117,24686,"global city, dc, usa",,0
118,24734,"valley view, ohio, usa",51.0,0
119,24888,"ephrata, pennsylvania, usa",28.0,0
120,24908,"long beach, california, usa",55.0,0
121,25121,"mansfield, pennsylvania, usa",21.0,0
122,25673,"frankfurt, hesse, germany",,1
123,25748,"hillsboro, oregon, usa",,0
124,25965,"eugene, oregon, usa",,0
125,26138,"tulsa, ,",32.0,0
