,uid,location,age,rating
0,9,"germantown, tennessee, usa",,0
1,95,"grand island, new york, usa",,0
2,178,"rexford, new york, usa",28.0,0
3,256,"boston, massachusetts, usa",,0
4,422,"edmonton, alberta, canada",23.0,0
5,435,"naples, florida, usa",,0
6,496,"west salem, wisconsin, usa",51.0,0
7,645,"ottawa, ontario, canada",,0
8,724,"jamestown, california, usa",,0
9,791,"sunnyvale, california, usa",,0
10,981,"new york, new york, usa",,0
11,1057,"norwich, norfolk, united kingdom",19.0,0
12,1069,"troutdale, oregon, usa",,0
13,1084,"mt vernon, illinois, usa",,0
14,1178,"heidelberg, baden-wuerttemberg, germany",9.0,2
15,1300,"wauwatosa, wisconsin, usa",37.0,0
16,1487,"saint paul, minnesota, usa",23.0,0
17,1502,"sf, california, usa",,0
18,1521,"washington, d.c., dc, usa",,0
19,1619,"visalia, california, usa",,0
20,1838,"glens falls, new york, usa",,0
21,1838,"glens falls, new york, usa",,0
22,1861,"houston, texas, usa",,0
23,2150,"lawrenceville, georgia, usa",,0
24,2283,"jasper, missouri, usa",18.0,0
25,2302,"tampere, pirkanmaa, finland",34.0,0
26,2359,"haarlem, noord-holland, netherlands",38.0,0
27,2395,"newtown, connecticut, usa",43.0,0
28,2403,"anderson, south carolina, usa",41.0,0
29,2470,"phoenix, arizona, usa",22.0,0
30,2542,"silvis, illinois, usa",54.0,0
31,2544,"wayne, pennsylvania, usa",,0
32,2588,"rockport, texas, usa",,0
33,2608,"washburn, north dakota, usa",17.0,0
34,2668,"los angeles, california, usa",,0
35,2708,"coventry, n/a, united kingdom",59.0,0
36,2804,"sarasota, florida, usa",53.0,0
37,2985,"cardiff, wales, united kingdom",17.0,1
38,3049,"gold coast, queensland, australia",,0
39,3067,"long beach, california, usa",,0
40,3079,"asheville, north carolina, usa",,0
41,3093,"belle plaine, iowa, usa",46.0,0
42,3094,"hannover, niedersachsen, germany",,0
43,3106,"memphis, tennessee, usa",,0
44,3148,"indianapolis, indiana, usa",,0
45,3291,"windsor, ontario, canada",,0
46,3393,"aurora, illinois, usa",55.0,0
47,3401,"jacksonville, florida, usa",,0
48,3505,"florissant, missouri, usa",30.0,0
49,3510,"nederland, colorado, usa",57.0,0
50,3571,"calgary, alberta, canada",34.0,0
51,3633,"courtenay, british columbia, canada",34.0,0
52,3731,"philadelphia, pennsylvania, usa",,0
53,3814,"langhorne, pennsylvania, usa",,3
54,3886,"whitby, ontario, canada",,0
55,3912,"st. john`s, newfoundland, canada",,0
56,3918,"abilene, ,",,0
57,3918,"abilene, ,",,0
58,3950,"ottawa, ontario, canada",,0
59,3966,"plymouth, michigan, usa",15.0,0
60,3991,"monroe, new york, usa",30.0,0
61,4002,"san francisco, california, usa",,0
62,4174,"north pole, alaska, usa",48.0,0
63,4189,"palmer, alaska, usa",,0
64,4285,"adrian, michigan, usa",50.0,0
65,4426,"des moines, iowa, usa",,0
66,4497,"vienna, n/a, austria",25.0,1
67,4582,"greenwood village, colorado, usa",,0
68,4694,"buenos aires, buenos aires, argentina",48.0,0
69,4921,"houston, texas, usa",,0
70,4946,"melbourne, victoria, australia",,0
71,4958,"berkeley, california, usa",,0
72,5062,"san francisco, california, usa",22.0,1
73,5124,"bel air, maryland, usa",37.0,0
74,5170,"newark, california, usa",18.0,0
75,5184,"barcelona, catalunya, spain",25.0,0
76,5474,"lincoln park, michigan, usa",,3
77,5597,"ajax, ontario, canada",25.0,0
78,5651,"worcester, massachusetts, usa",64.0,0
79,5710,"austin, texas, usa",28.0,0
80,5710,"austin, texas, usa",28.0,0
81,5727,"plymouth, minnesota, usa",,0
82,5733,"toronto, ontario, canada",,0
83,5766,"powder springs, georgia, usa",40.0,0
84,5902,"columbia, illinois, usa",49.0,0
85,5921,"melbourne, victoria, australia",,0
86,6069,"frederick, maryland, usa",,0
87,6106,"bay point, california, usa",18.0,0
88,6154,"tolland, connecticut, usa",45.0,0
89,6160,"brisbane, queensland, australia",14.0,0
90,6250,"sault ste. marie, ontario, canada",,0
91,6382,"whitehorse, yukon territory, canada",,0
92,6421,"padova, padova, italy",,0
93,6496,"st. louis, missouri, usa",39.0,0
94,6540,"ottawa, ontario, canada",26.0,0
95,6579,"pickerington, ohio, usa",54.0,0
96,6666,"daly city, california, usa",39.0,0
97,6698,"orlando, florida, usa",20.0,0
98,6788,"big rock, illinois, usa",,0
99,6797,"fostoria, ohio, usa",53.0,0
100,6906,"cedar rapids, iowa, usa",63.0,0
101,6906,"cedar rapids, iowa, usa",63.0,0
102,7087,"leiden, zuid holland, netherlands",,0
103,7178,"saskatoon, saskatchewan, canada",62.0,0
104,7260,"somerville, massachusetts, usa",29.0,0
105,7287,"chicago, illinois, usa",,0
106,7373,"oceanside, california, usa",,0
107,7440,"los osos, california, usa",25.0,0
108,7474,"eagle, idaho, usa",50.0,2
109,7474,"eagle, idaho, usa",50.0,2
110,7579,"rockaway park, new york, usa",,0
111,7625,"new york, new york, usa",,0
112,7749,"frederick, maryland, usa",31.0,0
113,7835,"west peoria, illinois, usa",27.0,0
114,7928,"durand, michigan, usa",39.0,0
115,7985,"somewhere, california, usa",,0
116,8090,"durham, north carolina, usa",36.0,0
117,8108,"lompoc, california, usa",,0
118,8192,"cowden, illinois, usa",27.0,0
119,8208,"river vale, new jersey, usa",52.0,0
120,8240,"lawrenceburg, indiana, usa",50.0,0
121,8248,"hockessin, delaware, usa",,0
122,8257,"portland, oregon, usa",,0
123,8297,"carlsbad, california, usa",,0
124,8297,"carlsbad, california, usa",,0
125,8316,"boulder, colorado, usa",22.0,0
126,8461,"fairless hills, pennsylvania, usa",,0
127,8685,"marietta, georgia, usa",32.0,0
128,8786,"smithers, british columbia, canada",,0
129,8793,"copenhagen, n/j, denmark",,0
130,8811,"poughkeepsie, new york, usa",49.0,0
131,8942,"santa ana, california, usa",,0
132,8946,"ashfield, new south wales, australia",58.0,0
133,8975,"long beach, california, usa",33.0,0
134,9083,"mercer island, washington, usa",,2
135,9193,"toronto, ontario, canada",26.0,0
136,9541,"st. louis, missouri, usa",27.0,0
137,9730,"verdon, nebraska, usa",19.0,3
138,9858,"pittsburgh, pennsylvania, usa",,0
139,9912,"tumwater, washington, usa",40.0,0
140,10047,"big lake, minnesota, usa",20.0,0
141,10103,"chicago, illinois, usa",36.0,0
142,10148,"orinda, california, usa",,0
143,10161,"bellingham, washington, usa",,0
144,10164,"mccomb, mississippi, usa",34.0,0
145,10310,"kingsburg, california, usa",,0
146,10386,"new york, new york, usa",41.0,0
147,10424,"chocowinity, north carolina, usa",,0
148,10451,"campbell river, ,",,0
149,10510,"arlington, texas, usa",,0
150,10559,"chicago, illinois, usa",25.0,0
151,10618,"hilliards, pennsylvania, usa",,0
152,10653,"austell, georgia, usa",,0
153,10812,"salem, oregon, usa",47.0,0
154,10847,"ridgeley, west virginia, usa",23.0,0
155,10894,"austin, texas, usa",,0
156,10959,"romulus, mi, michigan, usa",57.0,0
157,10959,"romulus, mi, michigan, usa",57.0,0
158,11000,"roseburg, oregon, usa",,0
159,11053,"kuala lumpur, n/a, malaysia",,0
160,11169,"winnipeg, manitoba, canada",27.0,0
161,11283,"naples, maine, usa",,0
162,11319,"shawnee, oklahoma, usa",,0
163,11348,"greenwood, south carolina, usa",,0
164,11388,"gainesville, florida, usa",,0
165,11390,"albany, new york, usa",93.0,0
166,11443,"tuolumne, california, usa",,0
167,11487,"greensboro, north carolina, usa",,3
168,11720,"allen, texas, usa",,0
169,11880,"aldershot, n/a, united kingdom",,0
170,12004,"east saint louis, illinois, usa",35.0,0
171,12090,"northcote, victoria, australia",39.0,0
172,12102,"london, lazio, united kingdom",,0
173,12192,"peterborough, ontario, canada",24.0,0
174,12195,"omaha, nebraska, usa",37.0,0
175,12226,"vancouver, british columbia, canada",,0
176,12338,"san raefel, california, usa",,0
177,12395,"ann arbor, michigan, usa",48.0,0
178,12472,"kalamazoo, michigan, usa",,0
179,12640,"ithaca, new york, usa",28.0,0
180,12722,"old bridge, ,",24.0,0
181,12791,"oak creek, wisconsin, usa",19.0,0
182,13072,"halifax, nova scotia, canada",,0
183,13169,"los gatos, california, usa",,0
184,13169,"los gatos, california, usa",,0
185,13289,"kennebunkport, maine, usa",,0
186,13407,"rein-main ab, hessen, germany",14.0,0
187,13446,"atlanta, georgia, usa",17.0,0
188,13506,"santa cruz, california, usa",,3
189,13657,"revere, massachusetts, usa",,0
190,13661,"suffern, new york, usa",34.0,0
191,13780,"lake elsinore, california, usa",,0
192,13834,"eugene, oregon, usa",,0
193,13836,"wichita, kansas, usa",69.0,0
194,13847,"lansing, michigan, usa",15.0,0
195,13895,"las vegas, nevada, usa",,0
196,14225,"kingwood, texas, usa",44.0,0
197,14225,"kingwood, texas, usa",44.0,0
198,14268,"eatonville, washington, usa",65.0,0
199,14293,"portland, oregon, usa",,0
200,14600,"skokie, illinois, usa",,0
201,14676,"lincoln, ,",,0
202,14710,"minonk, illinois, usa",18.0,0
203,14763,"cumberland, ontario, canada",,0
204,14827,"pensacola, florida, usa",,0
205,14869,"shawnee, kansas, usa",,0
206,14881,"wilmington, north carolina, usa",,0
207,14952,"reading, england, united kingdom",25.0,0
208,15003,"rochester, new york, usa",,0
209,15031,"santo andre, alentejo,",,0
210,15043,"beverly farms, massachusetts, usa",,0
211,15043,"beverly farms, massachusetts, usa",,0
212,15162,"indiana, pennsylvania, usa",20.0,0
213,15175,"lisboa, n/a, portugal",32.0,0
214,15182,"accokeek, maryland, usa",18.0,0
215,15195,"ware, massachusetts, usa",43.0,0
216,15308,"san francisco, california, usa",26.0,0
217,15482,"athens, alabama, usa",,0
218,15516,"toronto, ontario, canada",,0
219,15583,"santa ana, california, usa",14.0,0
220,15699,"plano, texas, usa",,0
221,15719,"santa ana, california, usa",,0
222,15803,"south pasadena, california,",,0
223,15873,"sparta, illinois, usa",70.0,0
224,15887,"grande prairie, alberta,",44.0,0
225,15958,"new york, new york, usa",19.0,0
226,15966,"bellevue, washington, usa",,0
227,15985,"pasadena, california, usa",25.0,0
228,16098,"seminole, florida, usa",,0
229,16108,"roanoke, virginia, usa",52.0,0
230,16126,"baton rouge, louisiana, usa",36.0,0
231,16222,"st. pete beach, florida, usa",23.0,0
232,16254,"oceanside, california, usa",68.0,0
233,16280,"west liberty, iowa, usa",24.0,0
234,16294,"hammelburg, bayern, germany",,0
235,16312,"laguna niguel, california, usa",,0
236,16333,"melbourne, victoria, australia",,0
237,16364,"aberdare, new south wales, australia",,0
238,16387,"austin, ,",,0
239,16415,"torrance, california, usa",,0
240,16423,"falmouth, maine, usa",,0
241,16429,"fort worth, texas, usa",29.0,0
242,16475,"iowa city, iowa, usa",70.0,0
243,16498,"griffith, indiana, usa",34.0,0
244,16554,"winnipeg, ,",35.0,1
245,16574,"fort worth, texas, usa",,0
246,16611,"newton, massachusetts, usa",,0
247,16611,"newton, massachusetts, usa",,0
248,16796,"kittery, maine, usa",79.0,0
249,16816,"pinecrest, florida, usa",48.0,0
250,16863,"reseda, california, usa",,0
251,16872,"browns plains, queensland, australia",45.0,0
252,16909,"n/a, n/a,",,0
253,16970,"bethlehem, pennsylvania, usa",20.0,3
254,17012,"moss beach, california,",,0
255,17089,"st. paul, minnesota, usa",39.0,0
256,17194,"ashland, kentucky, usa",,0
257,17218,"inver grove heights, minnesota, usa",,0
258,17270,"brooklyn, new york, usa",39.0,0
259,17284,"barcelona, catalunya, spain",16.0,0
260,17358,"scottsdale, arizona, usa",46.0,0
261,17434,"chandler, arizona, usa",,0
262,17464,"farmington, new mexico, usa",64.0,0
263,17472,"portland, oregon, usa",,0
264,17487,"circle pines, minnesota, usa",61.0,0
265,17487,"circle pines, minnesota, usa",61.0,0
266,17530,"g, emilia romagna, italy",,0
267,17538,"palm, pennsylvania, usa",,0
268,17808,"tucson, arizona, usa",59.0,0
269,17826,"league city, texas, usa",50.0,0
270,17892,"millsboro, delaware, usa",56.0,0
271,17907,"suisun city, california, usa",61.0,0
272,18026,"charleston, south carolina, usa",29.0,0
273,18077,"aubrey, texas, usa",26.0,0
274,18151,"glasgow, scotland, united kingdom",,0
275,18204,"boston, massachusetts, usa",51.0,0
276,18263,"everett, washington, usa",24.0,0
277,18370,"chicago, illinois, usa",27.0,0
278,18492,"kansas city, missouri, usa",34.0,0
279,18563,"harlingen, texas, usa",,0
280,18568,"pasadena, california, usa",24.0,0
281,18609,"la crescenta, california, usa",,0
282,18610,"englewood, new jersey, usa",14.0,0
283,18701,"sidney, ohio, usa",48.0,0
284,18783,"seattle, washington, usa",,0
285,18805,"winnipeg, manitoba, canada",15.0,0
286,18939,"halifax, pennsylvania, usa",,0
287,18973,"strongsville, ohio, usa",47.0,0
288,18988,"surrey, british columbia, canada",,0
289,19026,"denver, colorado, usa",,0
290,19101,"cambridge, massachusetts, usa",67.0,0
291,19119,"laporte, indiana, usa",,0
292,19122,"banff, ,",53.0,0
293,19148,"birmingham, alabama, usa",39.0,0
294,19188,"phoenix, arizona, usa",18.0,0
295,19225,"rio de janeiro, rio de janeiro, usa",23.0,0
296,19237,"brooksville, florida, usa",49.0,0
297,19248,"perry, florida, usa",46.0,0
298,19248,"perry, florida, usa",46.0,0
299,19369,"altadena, california, usa",,0
300,19391,"kirkwood, missouri, usa",63.0,0
301,19437,"golden valley, minnesota, usa",,0
302,19508,"indianapolis, indiana, usa",,0
303,19561,"vancouver, british columbia, canada",28.0,0
304,19601,"bellingham, washington, usa",,0
305,19650,"montreal, quebec, canada",,0
306,19657,"garden city, kansas, usa",,0
307,19694,"sicklerville, new jersey, usa",42.0,0
308,19709,"leesburg, virginia, usa",39.0,0
309,19720,"portland, oregon, usa",46.0,0
310,19740,"san diego, california, usa",,0
311,19799,"thompson falls, montana, usa",46.0,0
312,19845,"round rock, texas, usa",42.0,0
313,19852,"warren, michigan, usa",62.0,0
314,19867,"mississauga, ontario, canada",25.0,0
315,19881,"hartford, arkansas, usa",23.0,0
316,20109,"richwood, ohio, usa",,0
317,20165,"asheville, north carolina, usa",,0
318,20280,"guelph, ontario, canada",,0
319,20309,"east peoria, illinois, usa",43.0,0
320,20435,"fairhope, alabama, usa",62.0,0
321,20460,"franklin, virginia, usa",37.0,0
322,20481,"duncan, british columbia, canada",,0
323,20482,"san francisco, california, usa",57.0,0
324,20540,"columbia, south carolina, usa",,0
325,20548,"macomb twp., michigan, usa",15.0,0
326,20557,"fort worth, texas, usa",21.0,0
327,20605,"buffalo, new york, usa",,0
328,20611,"chappells, south carolina, usa",,3
329,20631,"boston, massachusetts, usa",33.0,0
330,20635,"berkeley, california, usa",24.0,0
331,20671,"blacksburg, virginia, usa",40.0,0
332,20671,"blacksburg, virginia, usa",40.0,0
333,20701,"orleans, ontario, canada",49.0,0
334,20776,"bates city, missouri, usa",26.0,0
335,20783,"york, pennsylvania, usa",,0
336,20829,"portland, oregon, usa",24.0,0
337,20955,"new york, new york, usa",,0
338,20975,"poulsbo, washington, usa",,0
339,20996,"williamsport, maryland, usa",36.0,0
340,21015,"bathurst, new brunswick, canada",,0
341,21043,"gulf shores, alabama, usa",60.0,0
342,21047,"ocean pines, maryland, usa",,0
343,21056,"elizabeth city, north carolina, usa",49.0,0
344,21058,"south haven, michigan, usa",,0
345,21058,"south haven, michigan, usa",,0
346,21081,"cherry hill, new jersey, usa",,0
347,21147,"houston, texas, usa",,0
348,21169,"st. paul, minnesota, usa",16.0,0
349,21258,"woodinville, washington, usa",,0
350,21264,"north brunswick, new jersey, usa",31.0,0
351,21384,"wollongong, new south wales, australia",15.0,0
352,21449,"kitty hawk, north carolina, usa",66.0,0
353,21600,"bethel, alaska, usa",,0
354,21616,"novara, piemonte, italy",20.0,0
355,21654,"greenville, alabama, usa",30.0,0
356,21670,"university place, washington, usa",38.0,0
357,21737,"holland, new york, usa",41.0,0
358,21846,"vancouver, british columbia, canada",24.0,0
359,21861,"sugar grove, illinois, usa",44.0,0
360,21920,"launching place, victoria, australia",,0
361,21933,"sedona, arizona, usa",,0
362,21948,"raleigh, north carolina, usa",,0
363,21956,"tucson, arizona, usa",,0
364,22018,"tuscaloosa, alabama, usa",36.0,0
365,22164,"boring, ,",,0
366,22187,"budapest, budapest, hungary",,0
367,22195,"albion, michigan, usa",,0
368,22235,"dieppe, new brunswick, canada",32.0,0
369,22329,"frankford, ,",,0
370,22380,"montreal, quebec, canada",,0
371,22400,"seattle, washington, usa",,0
372,22410,"lancaster, pennsylvania, usa",,0
373,22435,"vancouver, british columbia, canada",,0
374,22468,"new york, new york, usa",24.0,0
375,22509,"salt lake city, utah, usa",51.0,0
376,22513,"kansas city, missouri, usa",,0
377,22579,"euless, texas, usa",50.0,0
378,22701,"barrie, ontario, canada",,0
379,22701,"barrie, ontario, canada",,0
380,22708,"la mesa, california, usa",,0
381,22748,"grosse pointe, michigan, usa",,0
382,22942,"cottonwood, arizona, usa",70.0,0
383,22992,"amherst, massachusetts, usa",57.0,0
384,23025,"lawrenceville, georgia, usa",,0
385,23129,"louisburg, north carolina, usa",18.0,0
386,23190,"wasaga beach, ontario, canada",28.0,0
387,23191,"seattle, washington, usa",51.0,0
388,23469,"portsmouth, new hampshire, usa",,0
389,23469,"portsmouth, new hampshire, usa",,3
390,23484,"albany, new york, usa",,0
391,23656,"cleveland, ohio, usa",,0
392,23656,"cleveland, ohio, usa",,0
393,23667,"santa cruz, california, usa",25.0,0
394,23752,"allen, tx, collin",,0
395,23752,"allen, tx, collin",,0
396,23824,"north royalton, ohio, usa",53.0,0
397,23841,"acton, massachusetts, usa",31.0,0
398,23875,"lower templestowe, victoria, australia",,0
399,23918,"glasgow, scotland, united kingdom",,0
400,23971,"taylors, south carolina, usa",46.0,0
401,24010,"san diego, california, usa",31.0,0
402,24042,"portland, oregon, usa",,0
403,24179,"allen, texas, usa",48.0,0
404,24367,"jacksonville, florida, usa",,0
405,24443,"saint paul, minnesota, usa",,0
406,24457,"paoli, pennsylvania, usa",49.0,0
407,24516,"plano, texas, usa",35.0,0
408,24579,"grand rapids, michigan, usa",,0
409,24583,"derby, england, united kingdom",,0
410,24622,"amity harbor, new york, usa",,0
411,24628,"carmel, indiana, usa",,0
412,24880,"woodland hills, california, usa",,0
413,24989,"san francisco, california, usa",,0
414,24998,"forest city, iowa, usa",44.0,0
415,25008,"oak harbor, washington, usa",28.0,0
416,25008,"oak harbor, washington, usa",28.0,0
417,25008,"oak harbor, washington, usa",28.0,1
418,25147,"albuquerque, new mexico, usa",14.0,0
419,25175,"bandera, , usa",,0
420,25382,"seattle, washington,",,0
421,25382,"seattle, washington,",,0
422,25389,"katy, texas, usa",58.0,0
423,25553,"schofield, wisconsin, usa",,0
424,25602,"san jose, california, usa",,0
425,25800,"brooklyn, new york, usa",17.0,0
426,25811,"henderson, nevada, usa",70.0,0
427,26028,"belleville, michigan, usa",44.0,0
428,26045,"victoria, british columbia, canada",,0
429,26090,"beaverton, oregon, usa",,0
430,26217,"montclair, new jersey, usa",29.0,0
431,26370,"springfield, missouri, usa",,0
432,26448,"naperville, illinois, usa",25.0,0
433,26499,"bridgeton, missouri, usa",,0
434,26528,"chesapeake, virginia, usa",50.0,0
435,26573,"wooster, ohio, usa",22.0,0
436,26592,"bakersfield, california, usa",,0
437,26605,"fredericksburg, virginia, usa",46.0,0
438,26826,"london, brent, united kingdom",,0
439,26890,"gasteiz, bask country, spain",,0
440,27041,"colorado springs, colorado, usa",19.0,0
441,27185,"bexhill, east sussex, united kingdom",,0
442,27422,"san francisco, california, usa",21.0,0
443,27436,"sacramento, california, usa",,0
444,27436,"sacramento, california, usa",,0
445,27491,"brookings, oregon, usa",,0
446,27496,"temecula, california, usa",,0
447,27508,"fenton, missouri,",15.0,0
448,27509,"york, pennsylvania, usa",,0
449,27597,"charlottesville, virginia, usa",28.0,0
450,27664,"bakersfield, california, usa",25.0,0
451,27664,"bakersfield, california, usa",25.0,0
452,27727,"west kirby, england, united kingdom",39.0,0
453,27760,"brodnax, virginia, usa",47.0,0
454,27760,"brodnax, virginia, usa",47.0,0
455,27775,"ferndale, washington, usa",22.0,0
456,27826,"des moines, iowa, usa",50.0,0
457,27849,"hope, maine, usa",42.0,0
458,28002,"nanaimo, british columbia, canada",,0
459,28017,"manchester, england, united kingdom",23.0,0
460,28017,"manchester, england, united kingdom",23.0,0
461,28033,"longview, texas, usa",19.0,0
462,28065,"cleveland, ohio, usa",,0
463,28081,"castlegar, ,",,0
464,28167,"alexandria, virginia, usa",,0
465,28229,"torrington, ct, connecticut, usa",24.0,0
466,28241,"berkeley, california, usa",,0
467,28266,"portland, oregon, usa",,0
468,28344,"ottawa, ontario, canada",26.0,0
469,28381,"regensburg, bavaria, germany",24.0,0
470,28425,"sequim, washington, usa",,0
471,28467,"corpus christi, texas, usa",37.0,0
